UID,Comments,Order,Len,Spaces,Index
12533043,Keep polo neck for women,11117,24,4,6
12533593,It's nice in kids collection,11119,28,4,7
12534044,Sanjay made our experience pleasant.,11124,36,4,9
12535632,Need more collection for women's. ,11173,34,4,8.5
12538184,Get more printed shirt collection....,11209,37,4,9.25
12538071,Good service and nice collection ,11211,33,4,8.25
12538215,Good stock I like it ,11223,21,4,5.25
12539031,"Good,,,   Call me when sale",11239,27,4,6.75
12540164,Staff give us good service,11275,26,4,6.5
12541004,Lovely store and better stuff ,11305,30,4,7.5
12543051,More variety of shirts required ,11307,32,4,8
12541974,Come with more latest collections,11339,33,4,8.25
12542689,It's a very good experience...,11353,30,4,7.5
12543658,Very costly and reduce price,11361,28,4,7
12543439,It was a good experie,11367,21,4,5.25
12543675,Good service and product knowledge ,11374,35,4,8.75
12543832,Plz call when any offer,11380,23,4,5.75
12544132,Great collection in girls formals,11394,33,4,8.25
12544675,Loss fit shirt nd tshirt ,11414,25,4,6.25
12544736,Nice but couldn't find t-shirts..,11417,33,4,8.25
12546437,Looking for sweat shirts.provide asap,11476,37,4,9.25
12546808,Tell the offers before purchasing.....,11486,38,4,9.5
12547249,Women's collection should be more,11508,33,4,8.25
12547277,Nice service Allen solly thanks ,11511,32,4,8
12547557,Yes it is very nice,11516,19,4,4.75
12547657,More option in half sleeves,11528,27,4,6.75
12547689,No options in tshirts.....old designs,11532,37,4,9.25
12548505,Feel great while shopping here!,11550,31,4,7.75
12548230,Good work keep it up',11554,21,4,5.25
12552583,Reduce the price a bit,11583,22,4,5.5
12549155,We are looking for jackets,11593,26,4,6.5
12549548,Happy to have come here,11601,23,4,5.75
12550197,Good store&staff is verr good,11616,29,4,7.25
12551357,No varieties as of now,11650,22,4,5.5
12551773,Fine. Product in price range,11657,28,4,7
12552448,Satisfied overall with this service.,11679,36,4,9
12552845,Collections should be more trendy ,11690,34,4,8.5
12553070,Have more variety and sizes,11703,27,4,6.75
12553256,Good service & Good Collection,11711,30,4,7.5
12553455,Customer service is very good.,11714,30,4,7.5
12561476,Good gopikrishnan atten the service,11728,35,4,8.75
12554876,Need more relaxed fittings too,11733,30,4,7.5
12554122,Excellent and good customer service,11752,35,4,8.75
12556836,Shortage of L size t,11773,20,4,5
12555300,Like to shop branded wears.,11774,27,4,6.75
12555936,Nice service by hashim Khan  ,11786,29,4,7.25
12556847,Good job...keep it up .,11810,23,4,5.75
12557963,We had a fabulous time,11849,22,4,5.5
12558163,Plz have better fitting collection,11860,34,4,8.5
12560420,More collection in women's shirts,11868,33,4,8.25
12558696,Great service by staff surya,11875,28,4,7
12558842,Rahul was very helpful.... :),11883,29,4,7.25
12559574,Store has very less varieties,11893,29,4,7.25
12578236,Hmmmm... Good and nice ?????,11938,28,4,7
12562065,No place to keep baggage.,11939,25,4,6.25
12562458,Good engaging staff friendly service,11978,36,4,9
12562460,Good just keep it up..?,11979,23,4,5.75
12562491,Nice range and collections.courteaus staff,11982,42,4,10.5
12562544,Good range but no size,11983,22,4,5.5
12563324,Good service and good variety.,11988,30,4,7.5
12563224,Looking more colours in denims,12003,30,4,7.5
12564969,Nice collection in good range,12013,29,4,7.25
12563986,The staff gave excellent service,12020,32,4,8
12564074,Have some more size option,12034,26,4,6.5
12565867,Nice place for shopping. Thanks,12042,31,4,7.75
12564924,I had a great experience ,12068,25,4,6.25
12564982,Getting all in one roof,12070,23,4,5.75
12565781,Size xs need to display,12074,23,4,5.75
12565565,Always feel comfortable....satisfy my need..,12085,44,4,11
12566701, I want Party wear dresses,12119,26,4,6.5
12566424,Wish there were more varieties,12127,30,4,7.5
12566624,Don't have shorts for boys ,12138,27,4,6.75
12566633,"Excellent customer service, great fit ",12140,38,4,9.5
12566855,Could offer more reasonable price,12149,33,4,8.25
12566893,Denim shirt / 42 size,12150,21,4,5.25
12567261,Try to include more collections ,12155,32,4,8
12567577,It should be infants cloths ,12178,28,4,7
12567997,Black colour Jean pencil fit ,12186,29,4,7.25
12569879,Great experience. Keep it up!!!,12188,31,4,7.75
12568074,Sagar.... Very helpful..keep it up ,12198,35,4,8.75
12568659,Looking for 15 month cloth ,12199,27,4,6.75
12569575,Rohit was a great help,12225,22,4,5.5
12569687,Good collections keep it up,12227,27,4,6.75
12569966,No collection in toned jeans,12242,28,4,7
12569977,More patterns in shirts.something unique..,12244,42,4,10.5
12570916,I din got the size,12245,18,4,4.5
12571108,Want new and more variety,12279,25,4,6.25
12571320,I'm looking for more verity,12282,27,4,6.75
12571339,We need big size trouser,12288,24,4,6
12572309,The billing was very efficient.,12316,31,4,7.75
12573129,Very less collection for puja,12333,29,4,7.25
12572708,We need a winter collection ,12342,28,4,7
12572852,Price range is too high,12351,23,4,5.75
12573213,Nice to meet Sanjay Yadav,12364,25,4,6.25
12573516,Had a great experience ?,12382,24,4,6
12573990,My size is not available,12398,24,4,6
12574580,Stock is gud nd worth ,12409,22,4,5.5
12575175,Well nothing more it's fine,12419,27,4,6.75
12575492,Update about the new arrivals,12444,29,4,7.25
12576247,Bath accesories for 4 yrs,12470,25,4,6.25
12576577,Very pleasant and engaging staff,12475,32,4,8
12576920,"Bigger collection will be better,",12495,33,4,8.25
12578791,More sizes of each product,12545,26,4,6.5
12578345,Nice formal collections ... :),12550,30,4,7.5
12578372,Excellent service by the staff,12551,30,4,7.5
12578485,More Discount would be appreciated!,12557,35,4,8.75
12578740,you should keep more variety,12573,28,4,7
12578897,Keep up the good service,12582,24,4,6
12580448,More range sport fit shirt,12623,26,4,6.5
12580816,Get more range on shirts. ,12634,26,4,6.5
12581187,No women's wear in store,12641,24,4,6
12581431,Great collection excellent staff service...,12650,43,4,10.75
12581602,Needed full slices denim jackets,12661,32,4,8
12581756,Excellent staff service very impressive,12666,39,4,9.75
12583807,May be include more variety,12670,27,4,6.75
12582516,Great collection for the season!,12700,32,4,8
12582665,Keep more variety in formal,12706,27,4,6.75
12582825,Train your staff on textiles,12710,28,4,7
12584285,I want more denim collection,12742,28,4,7
12584341,Blazer without lapel dark blue,12752,30,4,7.5
12586368,Service & quality are good.. ,12762,29,4,7.25
12584547,Excellent stock with friendly staff??!!!!,12764,41,4,10.25
12584742,"Good, more range of varieties. ",12772,31,4,7.75
12584948,Good service by the staff,12781,25,4,6.25
12584989,Very less collection in party-wear.,12784,35,4,8.75
12584996,More options in maxi dresses,12785,28,4,7
12595268,I really like allensolly trouser.,12786,33,4,8.25
12585137,Varinder is very goose salesperson,12792,34,4,8.5
12589202,"Good staff ,Nilesh was good",12819,27,4,6.75
12587593,"Nice ambience , caring staff",12820,28,4,7
12586056,Party wear s not their ,12829,23,4,5.75
12586072,It was good.  Thank you,12830,23,4,5.75
12589205,Excellent staff and customer service.,12839,37,4,9.25
12586329,Service v good pleasant staff,12845,29,4,7.25
12586534,The help my family gets,12847,23,4,5.75
12586918,Nice store with friendly staff,12865,30,4,7.5
12587022,Quite a pass of time ,12871,21,4,5.25
12587086,Have more options in Color,12873,26,4,6.5
12587544,Its good to shop here,12890,21,4,5.25
12587881,Great store ambiance and service,12905,32,4,8
12588003,Very helping n gud staff,12911,24,4,6
12588625,Improve the range of collection,12933,31,4,7.75
12589608,Casual shirts with half sleves ,12937,31,4,7.75
12588950,Good service by young chap,12942,26,4,6.5
12589652,Just loved the British atmosphere,12954,33,4,8.25
12589778,Thank you for the gift,12962,22,4,5.5
12590968,Keep up the good work,12964,21,4,5.25
12590562,Keep up the good work,12976,21,4,5.25
12594107,I love Solly women collection ,12990,30,4,7.5
12590481,This brand very good  thanx,13002,27,4,6.75
12600906,Solly t.shrt r just awsm,13024,24,4,6
12591145,Good service and Good collection ,13032,33,4,8.25
12592006,Great variety and good service,13072,30,4,7.5
12592050,Thank u Allen Solly team ,13074,25,4,6.25
12592293,Nothing.very impressed with the service.thanks,13083,46,4,11.5
12597181,Felling great while my purchase,13084,31,4,7.75
12595282,Just more variety of products,13113,29,4,7.25
12593319,Never get options in formal,13117,27,4,6.75
12593825,It's a nice shopping experiance,13142,31,4,7.75
12593930,I liked the surprise today,13147,26,4,6.5
12594820,Work on cotton shirt designs,13167,28,4,7
12599114,Shirt single colour collect needed ,13172,35,4,8.75
12594491,Prefect everything under one roof,13175,33,4,8.25
12594653,It's awesome not much needed,13182,28,4,7
12599120,Keep up the good work,13192,21,4,5.25
12595038,"Nice collection, keep it up!!!!!!",13199,33,4,8.25
12595825,Nice purchasing ambience...Gud sales person,13231,43,4,10.75
12595893,Great collection and diverse variety ,13236,37,4,9.25
12597849,Nice staff and great collection ,13278,32,4,8
12600700,Allen Solly is the best..,13327,25,4,6.25
12599380,Get more collection on denim,13331,28,4,7
12600543,I need a white dress,13340,20,4,5
12599944,More formal shirts and pants ,13354,29,4,7.25
12600078,It was good experience s,13364,24,4,6
12600337,Price would be little more ,13376,27,4,6.75
12600703,Please change the music !!!!!,13383,29,4,7.25
12600826,Happy with your customer service,13387,32,4,8
12601002,Great store n nice crew,13392,23,4,5.75
12601549,Very well have  nice day,13413,24,4,6
12601672,Winter collection is very less.,13419,31,4,7.75
12601832,It's been a good experience....,13427,31,4,7.75
12601835,Range should be 1000to 1200,13428,27,4,6.75
12602371,No mob signal inside showroom,13456,29,4,7.25
12602526,Very high value of jeans,13466,24,4,6
12602664,Very less collection not satisfied ,13472,35,4,8.75
12602837,Very good staffs u have...,13478,26,4,6.5
12603071,Looking for new born baby,13486,25,4,6.25
12603842,One of d best brand ,13503,20,4,5
12603965,"Add more varieties, promotional schemes.",13507,40,4,10
12604323,Very good and cool collection,13522,29,4,7.25
12605024,Wide range of t shirts,13548,22,4,5.5
12605186,Can't find any new collection,13559,29,4,7.25
12605604,Nice collection and nice themes ,13579,32,4,8
12605639,Theek e sea Sabu much,13581,21,4,5.25
12606718,very good service by grace,13618,26,4,6.5
12606759,We need party wear shirt ,13620,25,4,6.25
12635406,Feeling good to shopping here,13630,29,4,7.25
12607191,Your staff was very helpful,13639,27,4,6.75
12607349,Feeling good to shop here,13645,25,4,6.25
12607603,It was a great experience,13653,25,4,6.25
12607920,Should have different price ranges,13672,34,4,8.5
12607970,Get more n different collections,13675,32,4,8
12608130,Fitting problem in some tops,13680,28,4,7
12608275,Keep up the good work,13684,21,4,5.25
12608618,T shirt very few varities,13706,25,4,6.25
12608810,Great experience and courteous staff ,13710,37,4,9.25
12608823,No more siz 2 yr,13713,16,4,4
12608848,Trouser stock bit more pls,13715,26,4,6.5
12608849,It was a good experience ,13716,25,4,6.25
12610139,Keep the good work going,13747,24,4,6
12610831,Give exact picture for offers,13774,29,4,7.25
12611161,Not getting the required size.,13784,30,4,7.5
12626695,Saikiran helped me a lot,13797,24,4,6
12612270,Expecting more collection for ladies,13830,36,4,9
12612694,Thank u keep it up,13853,18,4,4.5
12612744,Bring good collection half sleeves ,13855,35,4,8.75
12612879,Good Collection...... & Good Services...,13858,40,4,10
12613036,Good staff service Rahul Singh,13866,30,4,7.5
12613156,Good service and excellent staff..,13872,34,4,8.5
12613357,Variety and size is concern,13879,27,4,6.75
12613556,Looking for 1 year baby,13887,23,4,5.75
12613612,Good service and nice collection,13889,32,4,8
12613903,Keep more options of formal ,13895,28,4,7
12613947,veery good service deepak excilent ,13896,35,4,8.75
12614233,Some more options on formal,13901,27,4,6.75
12614245,Please maintain discounts on products,13904,37,4,9.25
12614499,No sizes in black trouser,13913,25,4,6.25
12617050,Gud service from muni swamy...,13920,30,4,7.5
12614878,Need more casual clothing...summer fashion.,13929,43,4,10.75
12615136,No varieties in S size ,13943,23,4,5.75
12615270,Excellent customer service and variety,13946,38,4,9.5
12615539,Formal shirt in slim fit,13964,24,4,6
12615688,Need more collection in trouser,13969,31,4,7.75
12616749,Thank you for the experience,14013,28,4,7
12617359,Good staff understood the needs,14051,31,4,7.75
12617588,Very good collection of T-shirts,14061,32,4,8
12617608,No variety in card holders,14063,26,4,6.5
12619615,Not suitable of ur products,14075,27,4,6.75
12623555,Nice service.please add more formals ,14164,37,4,9.25
12621221,"Good customer service, happy ......",14188,35,4,8.75
12621871,It's really good experience .,14220,29,4,7.25
12621967,Verry good service by pawan,14224,27,4,6.75
12626740,Good exp to shop here,14225,21,4,5.25
12622100,Party wear s not available,14231,26,4,6.5
12624478,Jyoti...Nice behaviour I like her,14264,33,4,8.25
12623070,Goood shashi keep it up,14283,23,4,5.75
12623534,Get more collections in shirts,14300,30,4,7.5
12623561,Please keep any best offers ,14305,28,4,7
12623765,Good Experience as in past,14314,26,4,6.5
12624149,Keep up the good collection,14330,27,4,6.75
12624159,It's gud collection over all.,14331,29,4,7.25
12624529,Keep up the good work,14340,21,4,5.25
12624557,Sales people are really good,14342,28,4,7
12624848,No collections in denim shorts...,14355,33,4,8.25
12624960,Keep up the good job,14361,20,4,5
12625301,Amazing people staff n variety ,14377,31,4,7.75
12625444,Plz increase the official collection,14382,36,4,9
12625425,Excellent quality and staff service,14388,35,4,8.75
12625430,Normal waist jeans not available.,14389,33,4,8.25
12626356,Keep going well and out,14422,23,4,5.75
12627241,keep some donations for charity,14451,31,4,7.75
12627250,Thank u Allen Solly team ,14452,25,4,6.25
12627735,Very good collection of t-shirts,14463,32,4,8
12629258,Good service and nice staff,14486,27,4,6.75
12629127,Great assistant by Mr Vishnu.,14494,29,4,7.25
12629564,Great service. Very helpful staff. ,14498,35,4,8.75
12629617,No variety in xl size,14514,21,4,5.25
12630043,No collection in collar t-shirts,14529,32,4,8
12630352,Pl make available more varieties,14540,32,4,8
12630687,More range in wedding wear,14559,26,4,6.5
12630697,You should increase your stock,14560,30,4,7.5
